timestamp,symbol,buy_exchange,sell_exchange,buy_price,sell_price,profit_bps,net_profit_bps,latency_ns,decision
306936621036500,BTCUSDT,binance,bybit,49903.41,51006.01,220.9,0.0,43900,3
306936621037800,BTCUSDT,bybit,binance,49004.08306936624905600,,50095.17BTCUSDT,,binance222.7,bybit,,0.0049903.41,,4520051006.01,,3220.9
,0.0,34800,3
306936624906400,BTCUSDT,bybit,binance,49004.08,50095.17,222.7,0.0,35600,3
306936621048900,BTCUSDT,kraken,bybit,49886.88,51006.01,224.3,0.0,56300,3
306936621049600,BTCUSDT,bybit,kraken,49004.08,50117.77,227.3,0.0,57000,3
306936624914100,BTCUSDT,kraken,bybit,49886.88,51006.01,224.3,0.0,43300,3
306936624914500,BTCUSDT,bybit,kraken,49004.08,50117.77,227.3,0.0,43700,3
306936667021600,BTCUSDT,coinbase,binance,49842.89,50095.17,50.6,0.0,20200,3
306936667024300,BTCUSDT,binance,coinbase,49903.41,50064.49,32.3,0.0,22900,3
306936667029000,BTCUSDT,coinbase,kraken,49842.89,50117.77,55.1,0.0,27600,3
306936667031600,BTCUSDT,kraken,coinbase,49886.88,50064.49,35.6,0.0,30200,3
306936667035300,BTCUSDT,coinbase,bybit,49842.89,51006.01,233.4,0.0,33900,3
306936667038700,BTCUSDT,bybit,coinbase,49004.08,50064.49,216.4,0.0,37300,3
306936667040500,BTCUSDT,binance,kraken,49903.41,50117.77,43.0,0.0,39100,3
306936667046600,BTCUSDT,kraken,binance,49886.88,50095.17,41.8,0.0,45200,3
306936667047200,BTCUSDT,binance,bybit,49903.41,51006.01,220.9,0.0,45800,3
306936667048200,BTCUSDT,bybit,binance,49004.08,50095.17,222.7,0.0,46800,3
306936667055400,BTCUSDT,kraken,bybit,49886.88,51006.01,224.3,0.0,54000,3
306936667055900,BTCUSDT,bybit,kraken,49004.08,50117.77,227.3,0.0,54500,3
306936683711000,BTCUSDT,coinbase,binance,49842.89,50095.17,50.6,0.0,8500,3
306936683712500,BTCUSDT,binance,coinbase,49903.41,50064.49,32.3,0.0,10000,3
306936683715100,BTCUSDT,coinbase,kraken,49842.89,50117.77,55.1,0.0,12600,3
306936683717700,BTCUSDT,kraken,coinbase,49886.88,50064.49,35.6,0.0,15200,3
306936683721100,BTCUSDT,coinbase,bybit,49842.89,51006.01,233.4,0.0,18600,3
306936683724700,BTCUSDT,bybit,coinbase,49004.08,50064.49,216.4,0.0,22200,3
306936683726200,BTCUSDT,binance,kraken,49903.41,50117.77,43.0,0.0,23700,3
306936683731700,BTCUSDT,kraken,binance,49886.88,50095.17,41.8,0.0,29200,3
306936683732400,BTCUSDT,binance,bybit,49903.41,51006.01,220.9,0.0,29900,3
306936683733200,BTCUSDT,bybit,binance,49004.08,50095.17,222.7,0.0,30700,3
306936683740500,BTCUSDT,kraken,bybit,49886.88,51006.01,224.3,0.0,38000,3
306936683741000,BTCUSDT,bybit,kraken,49004.08,50117.77,227.3,0.0,38500,3
306936713299700,BTCUSDT,coinbase,binance,49842.89,50095.17,50.6,0.0,26800,3
306936713441400,BTCUSDT,coinbase,binance,49842.89,50095.17,50.6,0.0,13900,3
306936713444400,BTCUSDT,binance,coinbase,49903.41,50064.49,32.3,0.0,16900,3
306936713303000,BTCUSDT,binance,coinbase,49903.41,50064.49,32.3,0.0,30100,3
306936713451100,BTCUSDT,coinbase,kraken,49842.89,50117.77,55.1,0.0,23600,3
306936713315100,BTCUSDT,coinbase,kraken,49842.89,50117.77,55.1,0.0,42200,3
306936713318500,BTCUSDT,kraken,coinbase,49886.88,50064.49,35.6,0.0,45600,3
306936713457300,BTCUSDT,kraken,coinbase,49886.88,50064.49,35.6,0.0,29800,3
306936713469300,BTCUSDT,coinbase,bybit,49842.89,51006.01,233.4,0.0,41800,3
306936713322900,BTCUSDT,coinbase,bybit,49842.89,51006.01,233.4,0.0,50000,3
306936713326600,BTCUSDT,bybit,coinbase,49004.08,30693671348210050064.49,,BTCUSDT,bybit,216.4,coinbase,0.00,53700,49004.08,3
50064.49,216.4,0.0,54600,3
306936713328500,BTCUSDT,binance,kraken,49903.41,50117.77,43.0,0.0,55600,3
306936713488100,BTCUSDT,binance,kraken,49903.41,50117.77,43.0,0.0,60600,3
306936713509600,BTCUSDT,kraken,binance,49886.88,50095.17,41.8,0.0,82100,3
306936713335300,BTCUSDT,kraken,binance,49886.88,50095.17,41.8,0.0,62400,3
306936713512300,BTCUSDT,binance,bybit,49903.41,51006.01,220.9,0.0,84800,3
306936713336000,BTCUSDT,binance,bybit,49903.41,51006.01,220.9,0.0,63100,3
306936713516600,BTCUSDT,bybit,binance,49004.08,50095.17,222.7,0.0,89100,3
306936713337200,BTCUSDT,bybit,binance,49004.08,50095.17,222.7,0.0,64300,3
306936713619700,BTCUSDT,kraken,bybit,49886.88,51006.01,224.3,0.0,192200,3
306936713417700,BTCUSDT,kraken,bybit,49886.88,51006.01,224.3,0.0,144800,3
306936744404700,BTCUSDT,coinbase,binance,49842.89,50095.17,50.6,0.0,39900,3
306936713418800,BTCUSDT,bybit,kraken,49004.08,50117.77,227.3,0.0,145900,3
306936713621500,BTCUSDT,bybit,kraken,49004.08,50117.77,227.3,0.0,194000,3
306936744409700,BTCUSDT,binance,coinbase,49903.41,50064.49,32.3,0.0,44900,3
306936744416800,BTCUSDT,coinbase,kraken,49842.89,50117.77,55.1,0.0,52000,3
306936751349500,BTCUSDT,coinbase,binance,49842.89,50095.17,50.6,0.0,10500,3
306936751823100,BTCUSDT,coinbase,binance,49842.89,50095.17,50.6,0.0,9300,3
306936744421100,BTCUSDT,kraken,coinbase,49886.88,50064.49,35.6,0.0,56300,3
306936751351200,BTCUSDT,binance,coinbase,49903.41,50064.49,32.3,0.0,12200,3
306936751353800,BTCUSDT,coinbase,kraken,49842.89,50117.77,55.1,0.0,14800,3
306936751825100,BTCUSDT,binance,coinbase,49903.41,50064.49,32.3,0.0,11300,3
306936744425300,BTCUSDT,coinbase,bybit,49842.89,51006.01,233.4,0.0,60500,3
306936751829800,BTCUSDT,coinbase,kraken,49842.89,50117.77,55.1,0.0,16000,3
306936751357500,BTCUSDT,kraken,coinbase,49886.88,50064.49,35.6,0.0,18500,3
306936744430500,BTCUSDT,bybit,coinbase,49004.08306936751834400,,50064.49BTCUSDT,,kraken,coinbase,216.3949886.88,50064.49,,35.6,0.00.0,,2060065700,,3
3
306936751361000,BTCUSDT,coinbase,bybit,49842.89,51006.01,233.4,0.0,22000,3
306936751839600,BTCUSDT,coinbase,bybit,49842.89,51006.01,233.4,0.0,25800,3
306936744431900,BTCUSDT,binance,kraken,49903.41,50117.77,43.0,0.0,67100,3
306936751845000,BTCUSDT,bybit,coinbase,49004.08,50064.49,216.4,0.0,31200,3
306936751364600,BTCUSDT,bybit,coinbase,49004.08,50064.49,216.4,0.0,25600,3
306936744437300,BTCUSDT,kraken,binance,49886.88,50095.17,41.8,0.0,72500,3
306936751366000,BTCUSDT,binance,kraken,49903.41,50117.77,43.0,0.0,27000,3
306936751847000,BTCUSDT,binance,kraken,49903.41,50117.77,43.0,0.0,33200,3
306936751371300,BTCUSDT,kraken,binance,49886.88,50095.17,41.8,0.0,32300,3
306936744437900,BTCUSDT,binance,bybit,49903.41,51006.01,220.9306936775489900,BTCUSDT,coinbase,binance,49842.89,0.0,73100,3
,50095.17,50.6,0.0,14200,3
306936751854500,BTCUSDT,kraken,binance,49886.88,50095.17,41.8,0.0,40700,3
306936775492700,BTCUSDT,binance,coinbase,49903.41,50064.49,32.3,0.0,17000,3
306936744440700,BTCUSDT,bybit,binance,49004.08,50095.17,222.7,0.0,75900,3
306936751371900,BTCUSDT,binance,bybit,49903.41,51006.01,220.9,0.0,32900,3
306936775498200,BTCUSDT,coinbase,kraken,49842.89,50117.77,55.1,0.0,22500,3
306936751855500,BTCUSDT,binance,bybit,49903.41,51006.01,220.9,0.0,41700,3
306936744452400,BTCUSDT,kraken,bybit,49886.88,51006.01,224.3,0.0,87600,3
306936751372800,BTCUSDT,bybit,binance,49004.08,50095.17,222.7,0.0,33800,3
306936775500900,BTCUSDT,kraken,coinbase,49886.88,50064.49,35.6,0.0,25200,3
306936751856600,BTCUSDT,bybit,binance,49004.08,50095.17,222.7,306936744452900,BTCUSDT,bybit,kraken0.0,,49004.08,50117.7742800,,227.33,
0.0,88100,3
306936751380100,BTCUSDT,kraken,bybit,49886.88,51006.01,224.3,0.0,41100,3
306936775504300,BTCUSDT,coinbase,bybit,49842.89,51006.01,233.4,0.0,28600,3
306936796221500,BTCUSDT,coinbase,binance,49842.89,50095.17,50.6,0.0,12100,3
306936751867300,BTCUSDT,kraken,bybit,49886.88,51006.01,224.3,0.0,53500,3
306936796223300,BTCUSDT,binance,coinbase,49903.41306936751380600,,50064.49BTCUSDT,,bybit32.3,kraken,,0.0049004.08,,1390050117.77,,227.33,
0.0,41600,3
306936775511600,BTCUSDT,bybit,coinbase,49004.08,50064.49,216.4,0.0,35900,3
306936751868000,BTCUSDT,bybit,kraken,49004.08,50117.77,227.3,0.0,54200,3
306936775513100,BTCUSDT,binance,kraken,49903.41,50117.77,43.0,0.0,37400,3
306936796227500,BTCUSDT,coinbase,kraken,49842.89,50117.77,55.1,0.0,18100,3
306936775518800,BTCUSDT,kraken,binance,49886.88,50095.17,41.8,0.0,43100,3
306936796231600,BTCUSDT,kraken,coinbase,49886.88,50064.49,35.6,0.0,22200,3
306936775519400,BTCUSDT,binance,bybit,49903.41,51006.01,220.9,0.0,43700,3
306936796237500,BTCUSDT,coinbase,bybit,49842.89,51006.01,233.4,0.0,28100,3
306936775520900,BTCUSDT,bybit,binance,49004.08,50095.17,222.7,0.0,45200,3
306936796242800,BTCUSDT,bybit,coinbase,49004.08,50064.49,216.4,0.0,33400,3
306936775535600,BTCUSDT,kraken,bybit,49886.88,51006.01,224.3,0.0,59900,3
306936796244900,BTCUSDT,binance,kraken,49903.41,50117.77,43.0,0.0,35500,3
306936775536100,BTCUSDT,bybit,kraken,49004.08,50117.77,227.3,0.0,60400,3
306936796252200,BTCUSDT,kraken,binance,49886.88,50095.17,41.8,0.0,42800,3
306936820724700,BTCUSDT,coinbase,binance,49842.89,50095.17,50.6,0.0,8600,3
306936796253100,BTCUSDT,binance,bybit,49903.41,51006.01,220.9,0.0,43700,3
306936820726500,BTCUSDT,binance,coinbase,49903.41,50064.49,32.3,0.0,10400,3
306936796254300,BTCUSDT,bybit,binance,49004.08,50095.17,222.7,0.0,44900,3
306936820729000,BTCUSDT,coinbase,kraken,49842.89,50117.77,55.1,0.0,12900,3
306936820731700,BTCUSDT,kraken,coinbase,49886.88,50064.49,35.6,0.0,15600,3
306936796288500,BTCUSDT,kraken,bybit,49886.88,51006.01,224.3,0.0,79100,3
306936820735100,BTCUSDT,coinbase,bybit,49842.89,51006.01,233.4,0.0,19000,3
306936796289200,BTCUSDT,bybit,kraken,49004.08,50117.77,227.3,0.0,79800,3
306936820738800,BTCUSDT,bybit,coinbase,49004.08,50064.49,216.4,0.0,22700,3
306936820740100,BTCUSDT,binance,kraken,49903.41,50117.77,43.0,0.0,24000,3
306936820745400,BTCUSDT,kraken,binance,49886.88,50095.17,41.8,0.0,29300,3
306936820746200,BTCUSDT,binance,bybit,49903.41,51006.01,220.9,0.0,30100,3
306936820747100,BTCUSDT,bybit,binance,49004.08,50095.17,222.7,0.0,31000,3
306936820754400,BTCUSDT,kraken,bybit,49886.88,51006.01,224.3,0.0,38300,3
306936820754900,BTCUSDT,bybit,kraken,49004.08,50117.77,227.3,0.0,38800,3
306936853306700,BTCUSDT,coinbase,binance,49842.89,50095.17,50.6,0.0,25900,3
306936853310000,BTCUSDT,binance,coinbase,49903.41,50064.49,32.3,0.0,29200,3
306936853319800,BTCUSDT,coinbase,kraken,49842.89,50117.77,55.1,0.0,39000,3
306936853322700,BTCUSDT,kraken,coinbase,49886.88,50064.49,35.6,0.0,41900,3
306936853326700,BTCUSDT,coinbase,bybit,49842.89,51006.01,233.4,0.0,45900,3
306936853330100,BTCUSDT,bybit,coinbase,49004.08,50064.49,216.4,0.0,49300,3
306936853331500,BTCUSDT,binance,kraken,49903.41,50117.77,43.0,0.0,50700,3
306936853338000,BTCUSDT,kraken,binance,49886.88,50095.17,41.8,0.0,57200,3
306936853338700,BTCUSDT,binance,bybit,49903.41,51006.01,220.9,0.0,57900,3
306936853339900,BTCUSDT,bybit,binance,49004.08,50095.17,222.7,0.0,59100,3
306936853347100,BTCUSDT,kraken,bybit,49886.88,51006.01,224.3,0.0,66300,3
306936853347700,BTCUSDT,bybit,kraken,49004.08,50117.77,227.3,0.0,66900,3
306936868934900,BTCUSDT,coinbase,binance,49842.89306936868987600,,50095.17BTCUSDT,,50.6coinbase,,binance,0.0049842.89,,3780050095.17,,350.6
,0.0,8400,3
306936868990300,BTCUSDT,binance,coinbase,49903.41,50064.49,32.3,0.0,11100,3
306936868949300,BTCUSDT,binance,coinbase,49903.41,50064.49,32.3,0.0,52200,3
306936868995600,BTCUSDT,coinbase,kraken,49842.89,50117.77,55.1,0.0,16400,3
306936868962900,BTCUSDT,coinbase,kraken,49842.89,50117.77,55.1,0.0,65800,3
306936869003400,BTCUSDT,kraken,coinbase,49886.88,50064.49,35.6,0.0,24200,3
306936869014100,BTCUSDT,coinbase,bybit,49842.89,51006.01,233.4,0.0,34900,3
306936868974700,BTCUSDT,kraken,coinbase,49886.88,50064.49,35.6,0.0,77600,3
306936869034400,BTCUSDT,bybit,coinbase,49004.08,50064.49,216.4,0.0,55200,3
306936868981800,BTCUSDT,coinbase,bybit,49842.89,51006.01,233.4,0.0,84700,3
306936869037300,BTCUSDT,binance,kraken,49903.41,50117.77,43.0,0.0,58100,3
306936868990100,BTCUSDT,bybit,coinbase,49004.08,50064.49,216.4,0.0,93000,3
306936869044100,BTCUSDT,kraken,binance,49886.88,50095.17,41.8,0.0,64900,3
306936868994400,BTCUSDT,binance,kraken,49903.41,50117.77,43.0,0.0,97300,3
306936869045000,BTCUSDT,binance,bybit,49903.41,51006.01,220.9,0.0,65800,3
306936869015400,BTCUSDT,kraken,binance,49886.88,50095.17,41.8,0.0,118300,3
306936869045900,BTCUSDT,bybit,binance,49004.08,50095.17,222.7,0.0,66700,3
306936869017200,BTCUSDT,binance,bybit,49903.41,51006.01,220.9,0.0,120100,3
306936869055700,BTCUSDT,kraken,bybit,49886.88,51006.01,224.3,0.0,76500,3
306936869018400,BTCUSDT,bybit,binance,49004.08,50095.17,222.7,0.0,121300,3
306936869056200,BTCUSDT,bybit,kraken,49004.08,50117.77,227.3,0.0,77000,3
306936869026700,BTCUSDT,kraken,bybit,49886.88,51006.01,224.3,0.0,129600,3
306936869027200,BTCUSDT,bybit,kraken,49004.08,50117.77,227.3,0.0,130100,3
306936901978800,BTCUSDT,coinbase,binance,49842.89,50095.17,50.6,0.0,8500,3
306936901980200,BTCUSDT,binance,coinbase,49903.41,50064.49,32.3,0.0,9900,3
306936901982900,BTCUSDT,coinbase,kraken,49842.89,50117.77,55.1,0.0,12600,3
306936901985500,BTCUSDT,kraken,coinbase,49886.88,50064.49,35.6,0.0,15200,3
306936901989000,BTCUSDT,coinbase,bybit,49842.89,51006.01,233.4,0.0,18700,3
306936901992600,BTCUSDT,bybit,coinbase,49004.08,50064.49,216.4,0.0,22300,3
306936901993900,BTCUSDT,binance,kraken,49903.41,50117.77,43.0,0.0,23600,3
306936901999300,BTCUSDT,kraken,binance,49886.88,50095.17,41.8,0.0,29000,3
306936902000000,BTCUSDT,binance,bybit,49903.41,51006.01,220.9,0.0,29700,3
306936902000700,BTCUSDT,bybit,binance,49004.08,50095.17,222.7,0.0,30400,3
306936914817400,306936914862000BTCUSDT,,coinbase,binance,BTCUSDT,coinbase49842.89,,50095.17binance,,50.6249842.89,,0.00,1210050095.17,,3
50.6,0.0,38300,3
306936902007900,BTCUSDT,kraken,bybit,49886.88,51006.01,224.3,0.0,37600,3
306936914882200,BTCUSDT,binance,coinbase,49903.41,50064.49,32.3,0.0,58500,3
306936914829600,BTCUSDT,binance,coinbase,49903.41,50064.49,32.3,0.0,24300,3
306936902008400,BTCUSDT,bybit,kraken,49004.08,50117.77,227.3,0.0,38100,3
306936914894700,BTCUSDT,coinbase,kraken,49842.89,50117.77,55.1,0.0,71000,3
306936914837500,BTCUSDT,coinbase,kraken,49842.89,50117.77,55.1,0.0,32200,3
306936914907900,BTCUSDT,kraken,coinbase,49886.88,50064.49,35.6,0.0,84200,3
306936914840500,BTCUSDT,kraken,coinbase,49886.88,50064.49,35.6,0.0,35200,3
306936914917900,BTCUSDT,coinbase,bybit,49842.89,51006.01,233.4,0.0,94200,3
306936914854200,BTCUSDT,coinbase,bybit,49842.89,51006.01,233.4,0.0,48900,3
306936914922100,BTCUSDT,bybit,coinbase,49004.08,50064.49,216.4,0.0,98400,3
306936914858100,BTCUSDT,bybit,coinbase,49004.08,50064.49,216.4,0.0,52800,3
306936914923700,BTCUSDT,binance,kraken,49903.41,50117.77,43.0,0.0,100000,3
306936914862200,BTCUSDT,binance,kraken,49903.41,50117.77,43.0,0.0,56900,3
306936914929100,BTCUSDT,kraken,binance,49886.88,50095.17,41.8,0.0,105400,3
306936914876800,BTCUSDT,kraken,binance,49886.88,50095.17,41.8,0.0,71500,3
306936914929800,BTCUSDT,binance,bybit,49903.41,51006.01,220.9,0.0,106100,3
306936914878000,BTCUSDT,binance,bybit,49903.41,51006.01,220.9,0.0,72700,3
306936914930600,BTCUSDT,bybit,binance,49004.08,50095.17,222.7,0.0,106900,3
306936914879900,BTCUSDT,bybit,binance,49004.08,50095.17,222.7,0.0,74600,3
306936945329100,BTCUSDT,coinbase,binance,49842.89,50095.17,50.6,0.0,16000,3
306936914916100,BTCUSDT,kraken,bybit,49886.88,51006.01,224.3,0.0,110800,3
306936914943000,BTCUSDT,kraken,bybit,49886.88,51006.01,224.3,0.0,119300,3
306936914934000,BTCUSDT,bybit,kraken,49004.08,50117.77,227.3,0.0,128700,3
306936945331200,BTCUSDT,binance,coinbase,49903.41,50064.49,32.3,0.0,18100,3
306936952315900,BTCUSDT,coinbase,binance,49842.89,50095.17,50.6,0.0,10300,3
306936914944500,BTCUSDT,bybit,kraken,49004.08,50117.77,227.3,0.0,120800,3
306936945337100,BTCUSDT,coinbase,kraken,49842.89,50117.77,55.1,0.0,24000,3
306936952318100,BTCUSDT,binance,coinbase,49903.41,50064.49,32.3,0.0,12500,3
306936945339900,BTCUSDT,kraken,coinbase,49886.88,50064.49,35.6,0.0,26800,3
306936957572900,BTCUSDT,coinbase,binance,49842.89,50095.17,50.6,0.0,14900,3
306936952322300,BTCUSDT,coinbase,kraken,49842.89,50117.77,55.1,0.0,16700,3
306936945343800,BTCUSDT,coinbase,bybit,49842.89,51006.01,233.4,0.0,30700,3
306936957574600,BTCUSDT,binance,coinbase,49903.41,50064.49,32.3,0.0,16600,3
306936952326100,BTCUSDT,kraken,coinbase,49886.88,50064.49,35.6,0.0,20500,3
306936957577100,BTCUSDT,coinbase,kraken,49842.89,50117.77,55.1,0.0,19100,3
306936945347700,BTCUSDT,bybit,coinbase,49004.08,50064.49,216.4,0.0,34600,3
306936952331300,BTCUSDT,coinbase,bybit,49842.89,51006.01,233.4,0.0,25700,3
306936945349400,BTCUSDT,binance,kraken,49903.41,50117.77,43.0,0.0,36300,3
306936957580700,BTCUSDT,kraken,coinbase,49886.88,50064.49,35.6,0.0,22700,3
306936952336900,BTCUSDT,bybit,coinbase,49004.08,50064.49,216.4,0.0,31300,3
306936957584800,BTCUSDT,coinbase,bybit,49842.89,51006.01,233.4,0.0,26800,3
306936945355800,BTCUSDT,kraken,binance,49886.88,50095.17,41.8,0.0,42700,3
306936952338800,BTCUSDT,binance,kraken,49903.41,50117.77,43.0,0.0,33200,3
306936952346900,BTCUSDT,kraken,binance,49886.88,50095.17,41.8,0.0,41300,3
306936957588400,BTCUSDT,bybit,coinbase,49004.08,50064.49,216.4,0.0,30400,3
306936945357000,BTCUSDT,binance,bybit,49903.41,51006.01,220.9,0.0,43900,3
306936957590100,BTCUSDT,binance,kraken,49903.41,50117.77,43.0,0.0,32100,3
306936952347900,BTCUSDT,binance,bybit,49903.41,51006.01,220.9,0.0,42300,3
306936945357900,BTCUSDT,bybit,binance,49004.08,50095.17,222.7,0.0,44800,3
306936957595000,BTCUSDT,kraken,binance,49886.88,50095.17,41.8,0.0,37000,3
306936952349100,BTCUSDT,bybit,binance,49004.08,50095.17,222.7,0.0,43500,3
306936945432800,BTCUSDT,kraken,bybit,49886.88,51006.01,224.3,0.0,119700,3
306936957595700,BTCUSDT,binance,bybit,49903.41,51006.01,220.9,0.0,37700,3
306936952362900,BTCUSDT,kraken,bybit,49886.88,51006.01,224.3,0.0,57300,3
306936945433600,BTCUSDT,bybit,kraken,49004.08,50117.77,227.3,0.0,120500,3
306936957596600,BTCUSDT,bybit,binance,49004.08,50095.17,222.7,0.0,38600,3
306936991122700,BTCUSDT,coinbase,binance,49842.89,50095.17,50.6,0.0,58400,3
306936952363600,BTCUSDT,bybit,kraken,49004.08,50117.77,227.3,0.0,58000,3
306936957605900,BTCUSDT,kraken,bybit,49886.88,51006.01,224.3,0.0,47900,3
306936991128100,BTCUSDT,binance,coinbase,49903.41,50074.90,34.4,0.0,63800,3
306936996794400,BTCUSDT,coinbase,binance,49842.89,50095.17,50.6,0.0,12400,3
306936996796300,BTCUSDT,binance,coinbase,49903.41,50074.90,34.4,0.0,14300,3
306936957606400,BTCUSDT,bybit,kraken,49004.08,50117.77,227.3,0.0,48400,3
306936996799200,BTCUSDT,coinbase,kraken,49842.89,50117.77,55.1,0.0,17200,3
306936991144800,BTCUSDT,coinbase,kraken,49842.89,50117.77,55.1,0.0,80500,3
306936996801700,BTCUSDT,kraken,coinbase,49886.88,50074.90,37.7,0.0,19700,3
306936991152500,BTCUSDT,kraken,coinbase,49886.88,50074.90,37.7,0.0,88200,3
306936991158500,BTCUSDT,coinbase,bybit,49842.89,51006.01,233.4,0.0,94200,3
306936996805100,BTCUSDT,coinbase,bybit,49842.89,51006.01,233.4,0.0,23100,3
306936991164100,BTCUSDT,bybit,coinbase,49004.08,50074.90,218.5,0.0,99800,3
306936996808600,BTCUSDT,bybit,coinbase,49004.08,50074.90,218.5,0.0,26600,3
306936996810100,BTCUSDT,binance,kraken,49903.41,50117.77,43.0,0.0,28100,3
306936991166700,BTCUSDT,binance,kraken,49903.41,50117.77,43.0,0.0,102400,3
306936996815600,BTCUSDT,kraken,binance,49886.88,50095.17,41.8,0.0,33600,3
306936991174200,BTCUSDT,kraken,binance,49886.88,50095.17,41.8,0.0,109900,3
306936996816300,BTCUSDT,binance,bybit,49903.41,51006.01,220.9,0.0,34300,3
306936991175700,BTCUSDT,binance,bybit,49903.41,51006.01,220.9,0.0,111400,3
306936996817100,BTCUSDT,bybit,binance,49004.08,50095.17,222.7,0.0,35100,3
306936991177800,BTCUSDT,bybit,binance,49004.08,50095.17,222.7,0.0,113500,3
306936996824500,BTCUSDT,kraken,bybit,49886.88,51006.01,224.3,0.0,42500,3
306936991192200,BTCUSDT,kraken,bybit,49886.88,51006.01,224.3,0.0,127900,3
306936996825100,BTCUSDT,bybit,kraken,49004.08,50117.77,227.3,0.0,43100,3
306936991263500,BTCUSDT,bybit,kraken,49004.08,50117.77,227.3,0.0,199200,3
306937030060600,BTCUSDT,coinbase,binance,49842.89,50095.17,50.6,0.0,16000,3
306937030062700,BTCUSDT,binance,coinbase,49903.41,50074.90,34.4,0.0,18100,3
306937030065900,BTCUSDT,coinbase,kraken,49842.89,50117.77,55.1,0.0,21300,3
306937030068900,BTCUSDT,kraken,coinbase,49886.88,50074.90,37.7,0.0,24300,3
306937030072600,BTCUSDT,coinbase,bybit,49842.89,51006.01,233.4,0.0,28000,3
306937030076100,BTCUSDT,bybit,coinbase,49004.08,50074.90,218.5,0.0,31500,3
306937030077900,BTCUSDT,binance,kraken,49903.41,50117.77,43.0,0.0,33300,3
306937030084100,BTCUSDT,kraken,binance,49886.88,50095.17,41.8,0.0,39500,3
306937030085400,BTCUSDT,binance,bybit,49903.41,51006.01,220.9,0.0,40800,3
306937030086100,BTCUSDT,bybit,binance,49004.08,50095.17,222.7,0.0,41500,3
306937030093800,BTCUSDT,kraken,bybit,49886.88,51006.01,224.3,0.0,49200,3
306937030094300,BTCUSDT,bybit,kraken,49004.08,50117.77,227.3,0.0,49700,3
306937069420600,BTCUSDT,coinbase,binance,49842.89,50095.17,50.6,0.0,66700,3
306937069425800,BTCUSDT,binance,coinbase,49903.41,50074.90,34.4,0.0,71900,3
306937069441000,BTCUSDT,coinbase,kraken,49842.89,50117.77,55.1,0.0,87100,3
306937069445800,BTCUSDT,kraken,coinbase,49886.88,50074.90,37.7,0.0,91900,3
306937083038800,BTCUSDT,coinbase,binance,49842.89,50095.17,50.6,0.0,56600,3
306937069451500,BTCUSDT,coinbase,bybit,49842.89,51006.01,233.4,0.0,97600,3
306937083043900,BTCUSDT,binance,coinbase,49903.41,50074.90,34.4,0.0,61700,3
306937083057300,BTCUSDT,coinbase,kraken,49842.89,50117.77,55.1,0.0,75100,3
306937069457000,BTCUSDT,bybit,coinbase,49004.08,50074.90,218.5,0.0,103100,3
306937083066400,BTCUSDT,kraken,coinbase,49886.88,50074.90,37.7,0.0,84200,3
306937069459200,BTCUSDT,binance,kraken,49903.41,50117.77,43.0,0.0,105300,3
306937083072100,BTCUSDT,coinbase,bybit,49842.89,51006.01,233.4,0.0,89900,3
306937083078000,BTCUSDT,bybit,coinbase,49004.08,50074.90,218.5,0.0,95800,3
306937069468400,BTCUSDT,kraken,binance,49886.88,50095.17,41.8,0.0,114500,3
306937083080900,BTCUSDT,binance,kraken,49903.41,50117.77,43.0,0.0,98700,3
306937069469300,BTCUSDT,binance,bybit,49903.41,51006.01,220.9,0.0,115400,3
306937083086000,BTCUSDT,kraken,binance,49886.88,50095.17,41.8,0.0,103800,3
306937069471500,BTCUSDT,bybit,binance,49004.08,50095.17,222.7,0.0,117600,3
306937114348500,BTCUSDT,coinbase,binance,49842.89,30693711434880050095.17,,BTCUSDT50.6,,coinbase,0.0,14800binance,,3
49842.89,50095.17,50.6,0.0,14700,3
306937083086700,BTCUSDT,binance,bybit,49903.41,51006.01,220.9,0.0,104500,3
306937069481400,BTCUSDT,kraken,bybit,49886.88,51006.01,224.3,0.0,127500,3
306937083087800,BTCUSDT,bybit,binance,49004.08,50095.17,222.7,0.0,105600,3
306937069482200,BTCUSDT,bybit,kraken,49004.08,50117.77,227.3,0.0,128300,3
306937114351900,BTCUSDT,binance,coinbase,49903.41,50074.90,34.4,0.0,17800,3
306937083097900,BTCUSDT,kraken,bybit,49886.88,51006.01,224.3,0.0,115700,3
306937114361100,BTCUSDT,coinbase,kraken,49842.89,50117.77,55.1,0.0,27000,3
306937083098400,BTCUSDT,bybit,kraken,49004.08,50117.77,227.3,0.0,116200,3
306937131681200,BTCUSDT,coinbase,binance,49842.89,50095.17,50.6,0.0,34100,3
306937131684500,BTCUSDT,binance,coinbase,49903.41,50074.90,34.4,0.0,37400,3
306937134979300,BTCUSDT,coinbase,binance,49842.89,50095.17,50.6,0.0,7800,3
306937114352000,BTCUSDT,binance,coinbase,49903.41,50074.90,34.4,0.0,18300,3
306937114372600,BTCUSDT,kraken,coinbase,49886.88306937134980600,,50074.90,37.7BTCUSDT,,0.0binance,,38500coinbase,,349903.41,
50074.90,34.4,0.0,9100,3
306937131690700,BTCUSDT,coinbase,kraken,49842.89,50117.77,55.1,0.0,43600,3
306937114361300,BTCUSDT,coinbase,kraken,49842.89,50117.77,55.1,0.0,27600,3
306937131695400,BTCUSDT,kraken,coinbase,49886.88,50074.90,37.7,0.0,48300,3
